"search-number","evaluation","numberagents*","a*","b*","c*","vision*","numberobjects*","objectstrategy*","numberpackets*","numbergroupmax*","d*","fitness","num-replicates","best-fitness-so-far"
"3","395","100","1.4000000000000001","5","2.6","10","100","""byPackets""","5","1","10","60.6","5","53.4"
"3","400","100","4.4","4","4.800000000000001","10","100","""byPackets""","5","1","1","56.5","5","53.4"
"3","405","100","1.6","0.8","5.800000000000001","10","100","""byPackets""","5","1","7","61.7","5","53.4"
"3","410","100","1.6","5.800000000000001","5","10","100","""byPackets""","5","1","7.6000000000000005","61.1","5","53.4"
"3","415","100","10","5","4.6000000000000005","10","100","""byPackets""","5","1","9.4","60.9","5","53.4"
"3","420","100","4.6000000000000005","4.4","8.6","10","100","""byPackets""","5","1","1.8","56.4","5","53.4"
"3","425","100","3.4000000000000004","0.8","3.2","10","100","""byPackets""","5","1","8.4","61.5","5","53.4"
"3","430","100","3.4000000000000004","1.4000000000000001","4","10","100","""byPackets""","5","1","8.4","59.3","5","53.4"
"3","435","100","4.4","1.8","3.2","10","100","""byPackets""","5","1","1.6","59","5","53.4"
"3","440","100","4.6000000000000005","5","9.4","10","100","""byPackets""","5","1","2","66.2","5","53.4"
"3","445","100","9.600000000000001","3.4000000000000004","6.2","10","100","""byPackets""","5","1","4","57.9","5","53.4"
"3","450","100","1.4000000000000001","2.4000000000000004","9.4","10","100","""byPackets""","5","1","2.2","63.2","5","53.4"
